ID,TeamNumber,MatchNumber,ScoutName,AutoNumberOfCycles,AutoShootingSpeed,AutoBallsPerCycle,AutoAccuracy,AutoRobotSpeed,AutoClimbingLevel,TeleNumberOfCycles,TeleShootingSpeed,TeleBallsPerCycle,TeleAccuracy,TeleRobotSpeed,TeleClimbingLevel,Score,DefenseScore,Comments
547,172,9,Zander,2.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,intake broke after auto. 
501,172,29,Ian,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,1.00,2.00,0.00,2.00,0.00,Never moved or shot fuel in auto. Had very low accuracy for almost all of the match.
443,172,18,al,1.00,3.00,2.00,3.00,2.00,0.00,4.00,3.00,2.00,3.00,3.00,0.00,4.00,1.00,Stop for a little bit
573,172,35,Thomas,0.00,0.00,0.00,0.00,3.00,0.00,4.00,3.00,2.00,3.00,3.00,0.00,4.00,1.00,Can pick from the floor. Can go underneath trench. Shooter can swivel
418,172,39,scott,2.00,3.00,2.00,3.00,3.00,0.00,6.00,3.00,2.00,2.00,3.00,0.00,4.00,0.00,"small hopper, not many per cycle"
517,172,45,Jennifer,2.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Shooting into alliance side. 
384,172,4,Finn,2.00,3.00,2.00,2.00,3.00,0.00,9.00,3.00,2.00,2.00,3.00,0.00,4.00,0.00,Combines short and long cycles for effective scoring. Missed some fuel but overall a nimble robot.
562,172,24,Thomas,1.00,3.00,2.00,3.00,3.00,0.00,10.00,2.00,2.00,3.00,3.00,0.00,4.00,2.00,Can pick from the floor. Good feeder to endzone. good team probably a good second pick. can underneath trench. Very good team. :D 
464,238,39,James,1.00,3.00,3.00,2.00,2.00,0.00,2.00,3.00,3.00,2.00,2.00,0.00,4.00,0.00,Try to go under the ladder 
553,238,15,Thomas,1.00,3.00,3.00,3.00,2.00,0.00,4.00,3.00,3.00,3.00,2.00,0.00,5.00,3.00,Can pick from the floor. Played defense. Had an intake jam but fixed it but a REALLY good team highly suggest 
630,238,44,td,2.00,3.00,3.00,3.00,3.00,0.00,4.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,
398,238,19,ibalye,1.00,2.00,2.00,1.00,2.00,0.00,5.00,2.00,3.00,3.00,2.00,0.00,3.00,0.00,"cornered.
"
548,238,10,Zander,2.00,2.00,3.00,3.00,2.00,0.00,5.00,2.00,2.00,3.00,2.00,0.00,4.00,0.00,Shooter can only empty out completely if the robot shakes a little. 
663,238,29,Jean,1.00,3.00,3.00,3.00,2.00,0.00,5.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,only one comment - it seemed to struggle a bit more going over the bumps this match. they didn't start fast enough (not talking about when they were blocked by a defense bot).
412,238,33,scott,1.00,3.00,3.00,3.00,1.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Good feeder to endzone. 
540,238,2,Thomas,1.00,2.00,3.00,3.00,2.00,0.00,6.00,2.00,3.00,3.00,2.00,0.00,4.00,2.00,Can pick from the floor. A pretty decent team can have a faster fire rate other then that a good team nonetheless
525,509,34,chloe,0.00,2.00,2.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,"good defense, no penalty but rammed 1058's intake. threw balls everywhere during auto, "
606,509,20,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Played defense. 
648,509,14,Jean,1.00,2.00,1.00,1.00,1.00,0.00,0.00,3.00,2.00,0.00,2.00,0.00,3.00,0.00,Can pick from the floor. Can go underneath trench. Sped up as the match went on. can drive and shoot at the same time.  Hopper holds around 20 fuel.
419,509,40,potato james,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,1.00,2.00,0.00,2.00,0.00,Got stuck on balls.
537,509,46,Chloe,1.00,3.00,1.00,0.00,1.00,0.00,2.00,3.00,1.00,0.00,3.00,0.00,0.00,3.00,tried shooting at hub. went straight up. then played defense with no fouls.
542,509,4,Thomas,1.00,2.00,2.00,2.00,2.00,0.00,3.00,2.00,1.00,2.00,2.00,0.00,3.00,2.00,Can pick from the floor. probably not a good first pick nor a good last pick
408,509,29,ybieal,1.00,1.00,1.00,1.00,1.00,0.00,4.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,Can pick from the floor. 
594,509,8,DAB,2.00,1.00,1.00,1.00,1.00,0.00,6.00,3.00,3.00,2.00,2.00,0.00,3.00,0.00,"Part of intake broke, and shot balls really high at first."
504,811,32,Jennifer,1.00,1.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Had technical issues. so they Played defense. pushed some balls into alliance and for human players. 
607,811,21,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,3.00,0.00,0.00,0.00,Can pick from the floor. Picks up fuel fast. Good feeder to endzone. 
631,811,45,td,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,Can pick from the floor. Broke down. 
641,811,7,Chloe,1.00,2.00,3.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"robot still connected, but stopped moving once teleop started"
451,811,26,jjjjaaammmmeeessss,1.00,2.00,2.00,2.00,2.00,0.00,3.00,2.00,2.00,2.00,2.00,0.00,3.00,1.00,Pretty good
578,811,40,Zander,0.00,0.00,0.00,0.00,1.00,0.00,3.00,2.00,2.00,1.00,1.00,0.00,1.00,0.00,They spent the first minute of teleop sitting under the tower
649,811,15,Jean,1.00,2.00,1.00,1.00,0.00,0.00,4.00,2.00,2.00,1.00,2.00,0.00,2.00,0.00,"it seems to run out of power when shooting. most fuel hit the hub low.  But if the power stays up, it can be more accurate."
383,811,3,Finn,1.00,1.00,1.00,3.00,1.00,0.00,5.00,1.00,2.00,1.00,1.00,0.00,1.00,0.00,Tele cycles may be overcounted by 1.
625,1058,39,DAB,2.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,Broke down after auto so played defense.
471,1058,46,rachel,1.00,3.00,2.00,2.00,2.00,0.00,5.00,3.00,2.00,2.00,3.00,0.00,5.00,0.00,Very good. only thing if in being picky is that they can't hold that many.
409,1058,30,scott,2.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Problems with ramp
491,1058,19,Jennifer,2.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,4.00,0.00,Can pick from the floor. 
413,1058,34,scott,2.00,3.00,3.00,3.00,3.00,0.00,7.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Good feeder to endzone. 
561,1058,23,Thomas,0.00,0.00,0.00,0.00,2.00,0.00,8.00,3.00,3.00,3.00,2.00,0.00,5.00,2.00,Can pick from the floor. Can go underneath trench. Good feeder to endzone. Fires very fast! highly suggest!
637,1058,3,Jean/Louis,1.00,2.00,2.00,3.00,3.00,0.00,8.00,2.00,2.00,3.00,3.00,0.00,5.00,0.00,Average 30 fuel per cycle. J Can pick from the floor. Picks up fuel fast. Good feeder to endzone. Can go underneath trench. 
432,1058,7,semaj,2.00,3.00,3.00,3.00,2.00,0.00,9.00,3.00,3.00,3.00,2.00,0.00,5.00,1.00,Can pick from the floor. Won with two dead bots
387,1307,7,Yeliabb,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,"Kept running into wall, defended poorly, and climbed. "
600,1307,14,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,Can pick from the floor. Cannot go under trench. kept stalling on the field.
605,1307,19,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Broke down majority of the match
635,1307,1,Jean/Louis,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"No auto.  Lost power, no orange light, 10 seconds into teleop when it bumped into the tower. J"
660,1307,26,Jean,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,blinking orange light. never moved. DON'T PICK! 
575,1307,37,Thomas,0.00,0.00,0.00,0.00,2.00,0.00,2.00,3.00,2.00,2.00,3.00,0.00,3.00,0.00,Can pick from the floor. Broke down. 
580,1307,42,Zander,1.00,2.00,2.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,2.00,0.00,2.00,0.00,
437,1350,12,rachel,2.00,2.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,Died half way through. but good at defence before thag. was defending us that match. seemed to be effectively in the way
628,1350,42,td,1.00,1.00,1.00,1.00,1.00,0.00,0.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,
651,1350,17,Jean,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,2.00,2.00,0.00,2.00,0.00,"Whoops. saw the last minute only. pushed fuel to human players, picked up some fuel and shot it, but was so-so."
474,1350,2,Ian,1.00,1.00,1.00,2.00,1.00,0.00,2.00,2.00,1.00,3.00,2.00,0.00,3.00,0.00,"Poor auto due to technical issues. Didn't play defense, so I assigned it no score for that category. "
403,1350,24,scott,1.00,3.00,2.00,2.00,2.00,0.00,3.00,1.00,2.00,2.00,2.00,0.00,1.00,0.00,Had technical issues. Died after auto.  working again.
567,1350,29,Zander,2.00,1.00,1.00,3.00,1.00,0.00,4.00,1.00,2.00,2.00,0.00,0.00,3.00,0.00,
519,1350,47,Ian,2.00,2.00,1.00,3.00,1.00,0.00,5.00,2.00,2.00,3.00,2.00,0.00,4.00,0.00,Good but slow auto. Had 5 teleop cycles with a slightly smaller capacity.
574,1350,36,Thomas,1.00,2.00,2.00,3.00,3.00,0.00,9.00,2.00,1.00,2.00,3.00,0.00,3.00,0.00,Can pick from the floor.  Can go underneath trench. small hopper
465,1512,40,James,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,Played defense. 
482,1512,10,Jennifer,1.00,3.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Shoot balls from middle until side of robot fell apart. Good feeder to endzone. Missed shooting fuel into hub a lot. 
455,1512,30,jjjjaaammmmeeessss,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,1.00,2.00,0.00,1.00,2.00,Played defense. Broke down. 
486,1512,14,Ian,0.00,2.00,2.00,1.00,2.00,0.00,1.00,2.00,2.00,1.00,2.00,0.00,2.00,0.00,"Hopper broke, decommissioning the robot for the last ~40 seconds of the match. Good feeder to endzone. Fed during auto and teleop."
582,1512,44,Zander,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,0.00,3.00,0.00,1.00,2.00,Went straight to defense. got many red flags for pinning and touching opposing robots on tbe tower in endgame
592,1512,6,Scott,1.00,1.00,1.00,1.00,2.00,0.00,3.00,1.00,1.00,1.00,2.00,0.00,1.00,0.00,Got stuck needed bump. 
655,1512,21,Chloe,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,2.00,2.00,0.00,3.00,0.00,Broke when it went under the trench. okay bot
415,1512,36,scott,0.00,0.00,0.00,0.00,1.00,0.00,4.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,"No hopper, can only hold 3-5 balls. stuck at emdgame"
423,1721,44,potato james,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Bumper fell off.
431,1721,6,semaj,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,feed humans
615,1721,29,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,Played defense. 
436,1721,11,rachel,1.00,1.00,1.00,0.00,1.00,0.00,2.00,1.00,1.00,2.00,1.00,0.00,1.00,0.00,Struggles picking up. shoots VERY slow
490,1721,18,Ian,1.00,2.00,2.00,1.00,2.00,0.00,2.00,2.00,2.00,1.00,2.00,0.00,2.00,0.00,Missed all shots in auto. Did not play defense.
495,1721,23,Ian,1.00,2.00,2.00,1.00,1.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,Missed most shots in auto. Average performance in teleop.
576,1721,38,Zander,1.00,2.00,1.00,1.00,1.00,0.00,4.00,1.00,1.00,2.00,2.00,0.00,2.00,0.00,
571,1721,33,Thomas1721,1.00,2.00,1.00,2.00,2.00,0.00,6.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,Can pick from the floor. Good feeder to endzone. Can go underneath trench. 
401,1922,22,scott,1.00,3.00,3.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Stuck on fuel. Had technical issues. No Tele scoring.
429,1922,4,rachel,2.00,2.00,2.00,1.00,2.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,Big hopper but can't empty it all in one go. leaves like ten in their
468,1922,43,rachel,1.00,2.00,2.00,2.00,2.00,0.00,4.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,Can't seem to empty all the way
555,1922,17,Thomas,0.00,0.00,0.00,0.00,2.00,0.00,4.00,2.00,3.00,3.00,2.00,0.00,3.00,3.00,Can pick from the floor. Good feeder to endzone. Played defense. Picks up fuel fast. Steady fire rate but shot one at a time
647,1922,13,Jean,1.00,2.00,3.00,3.00,2.00,0.00,4.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,"Can pick from the floor. Poached fuel from the opposing alliance during its ""off"" time."
508,1922,36,Ian,1.00,2.00,3.00,3.00,2.00,0.00,5.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,Did not play defense. Good auto and teleop performance.
498,1922,26,Ian,0.00,0.00,0.00,0.00,2.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,5.00,3.00,"Fired no fuel in auto, but performed very well in teleop."
608,2523,22,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,1.00,0.00,3.00,0.00,
426,2523,1,rachel,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,Very slow and shakey
550,2523,12,Zander,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,2.00,1.00,1.00,0.00,1.00,0.00,Shoots one ball at a time. 
459,2523,34,rachel,1.00,1.00,1.00,1.00,1.00,0.00,3.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,Can do everything. shouldnt
613,2523,27,DAB,0.00,2.00,2.00,3.00,1.00,0.00,3.00,2.00,2.00,3.00,1.00,0.00,3.00,0.00,"Slowish bot, sometimes picks up few(2-3),  sometimes full load of balls."
469,2523,44,rachel,0.00,0.00,0.00,0.00,1.00,0.00,4.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,Very slow shooter. shot over Alliance wall. but was getting it dkne
489,2523,17,Ian,1.00,1.00,1.00,2.00,1.00,0.00,4.00,1.00,1.00,2.00,1.00,0.00,2.00,0.00,Takes a long time to line up shots. Usually shoots only a little fuel. Shot only two fuel in auto. Did not defend.
530,2523,39,Jean/Louis,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,2.00,3.00,1.00,0.00,3.00,0.00,single shooter. slow but steady.
610,2648,24,td,1.00,2.00,2.00,2.00,2.00,0.00,0.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,Can pick from the floor. Got a fuel stuck inside. 
422,2648,43,potato james,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,Good robot.
477,2648,5,Ian,1.00,2.00,2.00,2.00,2.00,0.00,2.00,1.00,2.00,2.00,2.00,0.00,4.00,2.00,Caused penalties in auto because it was in the neutral zone when it shot.
526,2648,35,Jean/Louis,1.00,2.00,2.00,3.00,2.00,0.00,3.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,Pretty dependable on hunting and shooting fuel.
549,2648,11,Zander,0.00,0.00,0.00,0.00,2.00,0.00,4.00,1.00,2.00,1.00,0.00,0.00,2.00,0.00,Didnt do much during their off cycle
521,2648,30,chloe,1.00,2.00,3.00,3.00,3.00,0.00,5.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,good: we on a mission to win da war. bad: stopped moving in last 10 seconds
395,2648,16,ibalye,0.00,0.00,0.00,0.00,1.00,0.00,9.00,1.00,1.00,3.00,2.00,0.00,0.00,0.00,Can pick from the floor.
407,2712,28,ybieal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,DON'T PICK! 
449,2712,24,rachel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,Pretty good at ddfence. there was some fouls for red but I'm not sure what for. high center of gravity. keeps looking like it will fall over
601,2712,15,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Rode around field and did nothing
623,2712,37,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,Played defense. 
390,2712,10,Yeliabb,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,1.00,1.00,0.00,1.00,0.00,Bullied james robot to getting stuck
591,2712,5,DAB,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,2.00,2.00,0.00,0.00,2.00,"Shot balls once.  picked up a few balls, then played defense."
536,2712,45,Chloe,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,1.00,2.00,2.00,0.00,1.00,0.00,not able to intake fuel very well. don't recommend.
466,2712,41,rachel,1.00,1.00,1.00,1.00,1.00,0.00,5.00,2.00,1.00,1.00,2.00,0.00,2.00,0.00,Does the things. no storage.
428,3597,3,rachel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,Got defence penalties. very bad at jt. just kinda wandered the whole tkme
439,3597,14,rachel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,Not confident enough for defence. gets scared to get in there
481,3597,9,Jennifer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,"Tried to shoot in tele, but balls barely cleared the robot hight. can push balls ok across floor. did not pickup balls. swapped to defend when time left was 1:25."
524,3597,33,chloe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,my name eh foul ball. i proud to say i earned my opponents most of 70 penalth points
624,3597,38,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Played defense. And fed balls.
633,3597,47,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Played defense. Herded fuel.
653,3597,19,Jean,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,"played defense. was okay, but not the best."
452,3597,27,jjjjaaammmmeeessss,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Broke down. 
511,4034,39,Ian,1.00,3.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,2.00,"Did one cycle in auto and scored nothing in teleop. Tried to play defense, but kept knocking fuel into its opponents' area. Got stuck on the bump for the last 40 seconds or so of the match."
454,4034,29,jjjjaaammmmeeessss,1.00,2.00,2.00,3.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,0.00,1.00,4.00,Tried to climb but failed. Played defense. 
507,4034,35,Jennifer,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,0.00,0.00,Good feeder to endzone by pushing. just drove around in tele.
543,4034,5,Thomas,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,1.00,3.00,0.00,2.00,4.00,Can pick from the floor Can go underneath trench. Played defense. Broke down. 
645,4034,11,Chloe,1.00,2.00,2.00,2.00,2.00,0.00,1.00,2.00,1.00,2.00,2.00,0.00,0.00,0.00,"if you can't pick up more balls, shoot them, and then get more. but nooooo. must get more, eventually shoot, then drive around aimlessly"
394,4034,15,scott,1.00,1.00,1.00,3.00,1.00,0.00,2.00,1.00,2.00,2.00,1.00,0.00,2.00,0.00,Tried to climb but failed. 
492,4034,20,Jennifer,1.00,1.00,1.00,1.00,1.00,0.00,3.00,1.00,1.00,2.00,1.00,1.00,2.00,0.00,Slow pick up. only hold a few balls.
445,4041,20,al,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,They moved
638,4041,4,Jean/Louis,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Broke down. Can go underneath trench. Intake seems to be broken. Fuel was shot back out of intake during auto (no shots attempted. Robot moves slowly. J
659,4041,25,Louis,1.00,2.00,1.00,1.00,0.00,0.00,0.00,3.00,1.00,1.00,1.00,0.00,1.00,0.00,Not enough power in shooter. missed most shots.
585,4041,47,Thomas,1.00,2.00,2.00,3.00,0.00,0.00,1.00,1.00,1.00,2.00,1.00,0.00,1.00,0.00,Half of the motors died Can pick from the floor. Can go underneath trench. 
596,4041,10,DAB,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,2.00,0.00,"Shot once, then kinda played defense. slow."
421,4041,42,potato james,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,2.00,1.00,1.00,0.00,2.00,0.00,4041
488,4041,16,Ian,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,1.00,1.00,1.00,0.00,2.00,0.00,"Did not move or shoot in auto. Shot very few balls, moved slowly, did not play defense, uses tank drive."
618,4041,32,DAB,1.00,2.00,1.00,2.00,0.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,"Stopped shooting for a short while, but then started working again."
586,4473,48,Thomas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
658,4473,24,Chloe,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,2.00,2.00,0.00,1.00,4.00,"Good at getting in the way, too light to push opponent bots around though"
662,4473,28,Jean,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,2.00,0.00,2.00,0.00,During auto shot the fuel into the center of the field. During Tele it liked to shoot the driver's station.  it finally started to shoot into the hub.
391,4473,12,Ian,1.00,1.00,1.00,1.00,2.00,0.00,4.00,2.00,1.00,2.00,2.00,0.00,3.00,0.00,"Didn't play defense. Missed shooting fuel into hub a decent amount, especially at the beginning."
512,4473,40,Ian,0.00,0.00,0.00,0.00,2.00,0.00,4.00,2.00,1.00,2.00,2.00,0.00,3.00,0.00,Never fired fuel in auto. Decent accuracy with an average fuel capacity.
386,4473,6,Yeliabb,1.00,1.00,1.00,2.00,1.00,0.00,5.00,1.00,1.00,3.00,2.00,0.00,3.00,0.00,"Can pick from the floor, low speed."
444,4473,19,al,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,2.00,1.00,2.00,0.00,2.00,1.00,Got stuck in auto
