ID,TeamNumber,MatchNumber,ScoutName,AutoNumberOfCycles,AutoShootingSpeed,AutoBallsPerCycle,AutoAccuracy,AutoRobotSpeed,AutoClimbingLevel,TeleNumberOfCycles,TeleShootingSpeed,TeleBallsPerCycle,TeleAccuracy,TeleRobotSpeed,TeleClimbingLevel,Score,DefenseScore,Comments
750,131,47,james,2.00,2.00,2.00,2.00,1.00,0.00,4.00,2.00,2.00,2.00,3.00,0.00,3.00,0.00,Fast
751,172,47,rachel,1.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,2.00,0.00,Struggled shooting. just a dribble no stream
752,58,48,james,1.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,Can go underneath trench. 
753,195,48,rachel,2.00,3.00,3.00,2.00,3.00,0.00,7.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Seems hard to defend. had a robot ram into them and they didn't move
754,348,49,james,1.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,3.00,2.00,2.00,0.00,2.00,0.00,Can pick from the floor. 
755,5000,49,rachel,2.00,2.00,2.00,2.00,2.00,0.00,6.00,3.00,3.00,2.00,2.00,0.00,4.00,0.00,Can move while shooting. because of this they spit balls out the field sometimes
756,8567,50,james,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,2.00,0.00,2.00,2.00,Small hoper
757,230,50,rachel,2.00,2.00,2.00,1.00,2.00,0.00,5.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,not accurate at all in the beginning. seemed to do something to fix jt
758,3654,51,jeanette,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Played defense. Never put fuel in hub just keep it in there hopper
759,8724,51,Jennifer,2.00,1.00,2.00,1.00,0.00,0.00,5.00,2.00,2.00,1.00,2.00,0.00,3.00,0.00,Can back feed by shooting or pushing. Can go underneath trench. 
760,125,52,jeanette,2.00,3.00,3.00,3.00,3.00,0.00,9.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Never made a mistake Can pick from the floor. Can pick from the outpost. Picks up fuel fast. Good feeder to endzone. 
761,1073,52,Jennifer,2.00,3.00,2.00,3.00,2.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,4.00,0.00,Did not backfill. just drove around middle and filled hopper.
762,173,53,jeanette,1.00,1.00,1.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,Broke down. After tele-op just went in small circles in front of there hub not good.
763,10254,53,Jennifer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Moved in auto only. Had technical issues. 
764,2370,54,jeanette,2.00,3.00,3.00,3.00,3.00,0.00,10.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Can pick from the floor. Can pick from the outpost. Picks up fuel fast. Good feeder to endzone. I would pick these guys very good shooting into hub 
765,9644,54,Jennifer,1.00,2.00,2.00,2.00,2.00,0.00,1.00,2.00,2.00,2.00,3.00,0.00,3.00,0.00,Fed human station by bulldozer 5x. no shooting in telly except right after auto. 
766,5000,55,jeanette,1.00,3.00,3.00,3.00,3.00,0.00,8.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Can pick from the floor. Can pick from the outpost. Picks up fuel fast. Good feeder to endzone. Can shoot from one side of the field to the other. I would pick.
767,195,55,Jennifer,1.00,1.00,1.00,1.00,1.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,3.00,0.00,Stealing fuel instead of scoring. Can go underneath trench. Picks up fuel fast. poor auto.
768,175,56,jeanette,1.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,1.00,2.00,1.00,0.00,0.00,0.00,Can pick from the outpost. Can pick from the floor. Slow moving around the field just really stayed on there side 
769,236,56,b@!l3y (`~`)!!!!4925,1.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,3.00,2.00,2.00,0.00,3.00,0.00,Good robot.
770,3958,57,jeanette,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No this bot just drove around like crazy. he was on the red side and came over to blue side and feed the human players fuel
771,6324,57,b@!l3y (`~`)!!!!4925,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,
772,155,58,jeanette,1.00,1.00,1.00,1.00,1.00,0.00,6.00,2.00,2.00,2.00,2.00,0.00,0.00,3.00,Can pick from the floor. Can pick from the outpost. Good feeder to endzone. 
773,348,58,b@!l3y (`~`)!!!!4925,1.00,2.00,2.00,3.00,0.00,0.00,2.00,2.00,2.00,3.00,2.00,0.00,2.00,0.00,Can pick from the floor. 
774,9644,59,jeanette,1.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,1.00,2.00,2.00,0.00,0.00,3.00,Can pick from the floor. Can pick from the outpost. Could feed to there side
775,1768,59,b@!l3y (`~`)!!!!4925,1.00,2.00,3.00,3.00,2.00,0.00,3.00,3.00,3.00,3.00,3.00,0.00,4.00,0.00,Picks up fuel fast. Shoots and holds a lot.
776,230,60,jeanette,1.00,1.00,1.00,0.00,2.00,0.00,7.00,2.00,0.00,1.00,2.00,0.00,0.00,2.00,Can pick from the floor. Can pick from the outpost. Got stuck trying to go under the trench and also going over the hump
777,58,60,b@!l3y (`~`)!!!!4925,0.00,0.00,0.00,0.00,2.00,0.00,1.00,2.00,1.00,3.00,2.00,0.00,3.00,0.00,decent.
778,2079,61,rachel,1.00,2.00,1.00,2.00,2.00,0.00,8.00,3.00,2.00,2.00,2.00,0.00,4.00,0.00,Crunched intake on trench in auto. nothing broke!! never fills up to max
779,173,61,b@!l3y (`~`)!!!!4925,1.00,2.00,2.00,2.00,1.00,0.00,2.00,2.00,1.00,2.00,2.00,0.00,3.00,2.00,"Stuck on fuel after cross ramp. mostly a defense bot, but not that great at it. can't empty whole hopper. "
780,10254,62,rachel,1.00,2.00,3.00,2.00,2.00,0.00,5.00,1.00,3.00,2.00,2.00,0.00,3.00,0.00,Can hold a lot but takes forever to empty
781,2067,62,Jennifer,1.00,3.00,3.00,3.00,2.00,0.00,3.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,Slow to pick up fuel. hold a lot in their hopper.
782,195,63,rachel,2.00,3.00,3.00,2.00,2.00,0.00,8.00,3.00,3.00,2.00,3.00,0.00,4.00,0.00,Hard to give any feedback. they adapted to the defence well. 
783,125,63,Jennifer,1.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Shoot from anywhere.  backfill by shooting. stuck on ramp in auto on second time back so shot into middle. lost their alliance! dropped from 1 to 3rd.
784,1768,64,rachel,2.00,3.00,3.00,2.00,2.00,0.00,9.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Really really good at picking balls up. effortless. the only way I see to hinder them is to prevent them getting into their area to shoot
785,6324,64,Jennifer,2.00,3.00,3.00,3.00,3.00,0.00,1.00,3.00,3.00,3.00,3.00,0.00,3.00,0.00,Had technical issues. after one round of shooting. good size hopper.
786,8724,65,rachel,2.00,2.00,3.00,1.00,2.00,0.00,4.00,2.00,2.00,1.00,2.00,0.00,2.00,0.00,Shooter problems. very inaccurate
787,3958,65,Jennifer,2.00,2.00,2.00,0.00,3.00,0.00,2.00,3.00,2.00,0.00,3.00,0.00,2.00,3.00,Defense and feeder by shooting from middle. slow to pickup. 
788,1073,66,rachel,2.00,2.00,2.00,2.00,2.00,0.00,6.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,
789,5813,66,Jennifer,1.00,1.00,1.00,2.00,2.00,0.00,7.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Shooting fuel from middle. big hopper. auto stopped after grabbing more for first cycle.
790,9710,67,rachel,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,Seems scared to commjt to a long term realationship
791,173,67,Jennifer,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,0.00,0.00,"can shoot and move at same time.
didn't see auto. jean"
792,175,68,rachel,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Did the defence the whole time
793,2876,68,Jennifer,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,3.00,Played defense. Shoot a few low balls. only moved to middle in auto.
794,133,69,rachel,2.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,
795,10910,69,Jennifer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,Good feeder to endzone. On human player side.
796,8567,70,rachel,1.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,very shy. isn't sure about defending
797,2170,70,Jennifer,1.00,2.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,2.00,Only pushed balls to endzone. or a little defense. 4 small cycles of balls pushef.
798,2713,71,Aurelia,2.00,3.00,3.00,3.00,3.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,1.00,2.00,Can pick from the floor. Broke down. Can go underneath trench. Played defense. 
799,155,71,Jeanette ,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Played defense. just stayed on the opposing side but was not that good on defense
800,2370,72,Aurelia,2.00,2.00,2.00,2.00,3.00,0.00,7.00,2.00,2.00,2.00,3.00,0.00,3.00,0.00,Can pick from the floor. Picks up fuel fast. Can go underneath trench. 
801,1073,72,Jeanette ,1.00,3.00,3.00,2.00,2.00,0.00,8.00,3.00,3.00,3.00,3.00,0.00,4.00,0.00,Can pick from the floor. Can pick from the outpost. Picks up fuel fast. Good feeder to endzone. Good bot
802,1768,73,Aurelia,2.00,3.00,3.00,3.00,3.00,0.00,2.00,3.00,3.00,3.00,3.00,0.00,2.00,2.00,Can go underneath trench. Can pick from the floor. Picks up fuel fast. Broke down. 
803,5687,73,Jeanette ,2.00,3.00,3.00,3.00,3.00,0.00,9.00,3.00,3.00,3.00,3.00,0.00,0.00,5.00,Yes very good bot Can pick from the floor. Can pick from the outpost. Picks up fuel fast. Good feeder to endzone. hard to move out of the way 
804,230,74,Aurelia,0.00,0.00,0.00,0.00,0.00,0.00,7.00,3.00,3.00,2.00,2.00,0.00,3.00,0.00,Can pick from the floor. Can go underneath trench. 
805,348,74,Jeanette ,1.00,2.00,1.00,0.00,0.00,0.00,6.00,2.00,2.00,2.00,2.00,0.00,0.00,3.00,Can pick from the floor. Can pick from the outpost. Good feeder to endzone. Not bad
806,58,75,Aurelia,1.00,2.00,2.00,2.00,3.00,0.00,2.00,1.00,1.00,2.00,3.00,0.00,2.00,2.00,Can pick from the floor. 
807,131,75,Jeanette ,2.00,2.00,2.00,2.00,2.00,0.00,8.00,2.00,3.00,3.00,3.00,0.00,0.00,3.00,When they have hopper full they do not unload it all they do half or so. pick from floor 
808,6324,76,Aurelia,1.00,3.00,3.00,3.00,3.00,0.00,9.00,3.00,3.00,3.00,3.00,0.00,4.00,2.00,Can pick from the floor. Picks up fuel fast. Can go underneath trench. Played defense. 
809,1058,76,Jeanette ,2.00,3.00,0.00,0.00,0.00,0.00,2.00,3.00,2.00,2.00,3.00,0.00,0.00,3.00,Lost a part 
810,172,77,thomas,1.00,3.00,2.00,3.00,3.00,0.00,4.00,3.00,2.00,3.00,3.00,1.00,4.00,0.00,Can pick from the floor. Picks up fuel fast. Good feeder to endzone. Can go underneath trench. 
811,4311,77,Patrick ,2.00,2.00,3.00,2.00,2.00,0.00,5.00,2.00,3.00,2.00,2.00,0.00,4.00,3.00,Can pick from the floor. Picks up fuel fast. Played defense. 
812,78,78,thomas,1.00,2.00,3.00,3.00,2.00,1.00,7.00,3.00,3.00,2.00,3.00,0.00,3.00,0.00,Can pick from the floor. Good feeder to endzone. Can go underneath trench. 
813,5687,78,Patrick ,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,3.00,2.00,2.00,0.00,4.00,0.00,
814,1729,79,thomas,1.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00,3.00,2.00,0.00,3.00,2.00,"Feeder jammed, spun to clear, full court feeder shot "
815,125,79,Patrick ,0.00,0.00,0.00,0.00,0.00,0.00,8.00,3.00,3.00,3.00,3.00,0.00,5.00,3.00,Can pick from the floor. Picks up fuel fast. Good feeder to endzone. Can go underneath trench. Good robot
